related,request,offer,aid_related,medical_help,medical_products,search_and_rescue,security,military,child_alone,water,food,shelter,clothing,money,missing_people,refugees,death,other_aid,infrastructure_related,transport,buildings,electricity,tools,hospitals,shops,aid_centers,other_infrastructure,weather_related,floods,storm,fire,earthquake,cold,other_weather,direct_report
0.7587853323147441,0.8351795263559969,0.9946524064171123,0.5884262796027502,0.9197860962566845,0.9484339190221543,0.9684873949579832,0.9818563789152025,0.9682964094728801,1.0,0.9343009931245225,0.8924751718869366,0.9144385026737968,0.9824293353705118,0.9749809014514896,0.988540870893812,0.9660045836516424,0.9570282658517952,0.868411000763942,0.9344919786096256,0.9514896867838044,0.9511077158135982,0.9772727272727273,0.9946524064171123,0.987012987012987,0.9954163483575248,0.9887318563789153,0.9570282658517952,0.7150496562261268,0.9197860962566845,0.9025974025974026,0.988540870893812,0.9050802139037433,0.9782276546982429,0.9440412528647822,0.8067226890756303
